name,city,rating,rating_count,cost,cuisine,main_city
SHRI GANESH PURE VEG,LAKE TOWN,4.0,504.0,₹ 220,Thalis,KOLKATA
SHYAM RASOI,LAKE TOWN,4.0,504.0,₹ 200,"Thalis,Indian",KOLKATA
TEA BAE,LAKE TOWN,4.0,504.0,₹ 300,"Snacks,Fast Food",KOLKATA
KATHI ON THE GO,LAKE TOWN,4.0,800.0,₹ 300,"Biryani,Indian",KOLKATA
DREAM FOOD,LAKE TOWN,4.0,504.0,₹ 250,"North Indian,South Indian",KOLKATA
ARIHANT'S NATURALS ICECREAM & SHAKES,LAKE TOWN,4.0,504.0,₹ 200,"Ice Cream,Beverages",KOLKATA
CAFEZINHA,LAKE TOWN,4.0,504.0,₹ 200,"Snacks,Pizzas",KOLKATA
NEAR U CAFETERIA,LAKE TOWN,4.0,504.0,₹ 300,"Indian,Pizzas",KOLKATA
UP'S AND DOWN,LAKE TOWN,4.0,504.0,₹ 300,"North Indian,Tandoor",KOLKATA
NOODLE OODLE,LAKE TOWN,4.5,300.0,₹ 600,Chinese,KOLKATA
FNP CAKES,LAKE TOWN,4.5,80.0,₹ 150,"Bakery,Desserts",KOLKATA
WARMOVEN CAKE & DESSERTS,LAKE TOWN,4.0,504.0,₹ 200,"Bakery,Desserts",KOLKATA
SUJIT'S KITCHEN,LAKE TOWN,4.0,504.0,₹ 200,"Indian,Snacks",KOLKATA
AFC (AWESOME FRIED CHICKEN),LAKE TOWN,4.0,504.0,₹ 300,"North Indian,Indian",KOLKATA
RIDDHI SHIDDHI,LAKE TOWN,4.0,504.0,₹ 150,"North Indian,Indian",KOLKATA
PURE VEG,LAKE TOWN,4.0,504.0,₹ 220,"Indian,Bengali",KOLKATA
AAMIO BENGALI RESTAURANT,LAKE TOWN,4.0,80.0,₹ 200,"Bangladeshi,Bengali",KOLKATA
MAGNUM,LAKE TOWN,4.5,3000.0,₹ 300,"Chinese,Indian",KOLKATA
CAFE SAFFRON,LAKE TOWN,4.0,504.0,₹ 200,"Biryani,Chinese",KOLKATA
THE BELGIAN WAFFLE CO.,LAKE TOWN,4.5,800.0,₹ 200,"Desserts,Beverages",KOLKATA
THE SHAKE FACTORY,LAKE TOWN,4.0,80.0,₹ 400,Beverages,KOLKATA
THE SHIRAAZ,LAKE TOWN,4.0,504.0,₹ 250,"Indian,Chinese",KOLKATA
SOUMI'S KITCHEN,LAKE TOWN,4.0,504.0,₹ 300,"Indian,Chinese",KOLKATA
PARENTS RESTAURANT,LAKE TOWN,4.0,504.0,₹ 200,"Chinese,North Indian",KOLKATA
THE MAGIC EXPRESS,LAKE TOWN,4.0,504.0,₹ 300,"North Indian,Chinese",KOLKATA
BAKE INDIA DUMDUM,LAKE TOWN,4.5,30.0,₹ 250,"Bakery,Indian",KOLKATA
NAASTA PAANI CAFE,LAKE TOWN,4.0,504.0,₹ 300,"Beverages,Fast Food",KOLKATA
MIO AMORE - THE CAKE SHOP,LAKE TOWN,5.0,300.0,₹ 150,"Desserts,Bakery",KOLKATA
DOMINIO PIZZA,LAKE TOWN,2.5,80.0,₹ 400,"Pizzas,Beverages",KOLKATA
BANGALIR PETPUJO,LAKE TOWN,4.0,504.0,₹ 200,"Bengali,Indian",KOLKATA
POCKET FRIENDLY,LAKE TOWN,4.0,504.0,₹ 200,Indian,KOLKATA
THE CAFETERIA,LAKE TOWN,4.0,504.0,₹ 150,"Snacks,Beverages",KOLKATA
ZAYQA,LAKE TOWN,4.0,504.0,₹ 200,"Beverages,Snacks",KOLKATA
GUPTA PURE VEG,LAKE TOWN,4.0,504.0,₹ 250,"Indian,Chinese",KOLKATA
MEZBAN SHAHI BIRYANI,LAKE TOWN,4.0,504.0,₹ 300,Biryani,KOLKATA
KRAZY FOR CHOCOLATES-BANGUR,LAKE TOWN,4.0,80.0,₹ 300,"Desserts,Bakery",KOLKATA
MOM'S KITCHEN,LAKE TOWN,4.0,504.0,₹ 300,"Chinese,Indian",KOLKATA
COMBO.COM,LAKE TOWN,3.5,300.0,₹ 300,"Chinese,Tandoor",KOLKATA
HESEL FOOD COURT,LAKE TOWN,4.5,30.0,₹ 300,"Chinese,Indian",KOLKATA
THE ROYAL FLAVOUR,LAKE TOWN,4.0,504.0,₹ 250,Snacks,KOLKATA
SHREE BALAJI SOUTH INDIAN FOOD,LAKE TOWN,4.5,300.0,₹ 300,South Indian,KOLKATA
MANN-ANN,LAKE TOWN,4.0,504.0,₹ 300,North Indian,KOLKATA
TEEN YAARI KATHA,LAKE TOWN,4.0,504.0,₹ 300,"Indian,Chinese",KOLKATA
TWISTER,LAKE TOWN,4.0,504.0,₹ 200,"Indian,Beverages",KOLKATA
PVR CAFE,LAKE TOWN,4.0,80.0,₹ 400,"Snacks,Fast Food",KOLKATA
PIZZA HUT,LAKE TOWN,4.0,300.0,₹ 350,Pizzas,KOLKATA
RED KITCHEN & LOUNGE,LAKE TOWN,4.5,300.0,₹ 800,"Indian,Chinese",KOLKATA
SAI KITCHEN,LAKE TOWN,4.0,504.0,₹ 200,North Indian,KOLKATA
HAJI BIRYANI HOUSE,LAKE TOWN,4.0,504.0,₹ 200,"Biryani,Combo",KOLKATA
MOMO ZONE THE MOMO COMPANY,LAKE TOWN,4.0,504.0,₹ 200,"Chinese,Tibetan",KOLKATA
THE RUSK CAFE,LAKE TOWN,4.0,504.0,₹ 149,"Fast Food,Italian",KOLKATA
CRAZY 4 CAKES,LAKE TOWN,4.0,80.0,₹ 300,Bakery,KOLKATA
THE DESSERT ZONE,LAKE TOWN,4.0,504.0,₹ 200,"Bakery,Desserts",KOLKATA
BURGER IT UP,LAKE TOWN,4.0,504.0,₹ 200,"American,Fast Food",KOLKATA
STAR HAJI BIRIYANI HOUSE,LAKE TOWN,4.0,504.0,₹ 250,"Biryani,North Indian",KOLKATA
JUICE STATION,LAKE TOWN,4.0,30.0,₹ 200,"Beverages,Juices",KOLKATA
BONGS FOODIE,LAKE TOWN,4.0,504.0,₹ 300,Indian,KOLKATA
MBA CHAIWALA (GUPTA FOODEEZ),LAKE TOWN,4.0,30.0,₹ 200,"Beverages,Fast Food",KOLKATA
KACHORI MAHAL,LAKE TOWN,4.0,504.0,₹ 200,Combo,KOLKATA
TASTE OF TOWN,LAKE TOWN,4.0,504.0,₹ 200,"Chinese,Indian",KOLKATA
SRISTYS KITCHEN,LAKE TOWN,4.0,504.0,₹ 300,"Chinese,Indian",KOLKATA
AMAR RANNAGHOR,LAKE TOWN,4.0,504.0,₹ 400,"Biryani,South Indian",KOLKATA
AB'S SORISHA,LAKE TOWN,4.0,504.0,₹ 200,"Indian,Chinese",KOLKATA
RAI & RAJ FOOD CORNER,LAKE TOWN,4.0,504.0,₹ 250,"Chinese,Mughlai",KOLKATA
BIG BUN STORY,LAKE TOWN,4.0,504.0,₹ 300,"American,Fast Food",KOLKATA
BHOLA VADA PAV WALA,LAKE TOWN,3.0,30.0,₹ 200,"Street Food,Chinese",KOLKATA
ORIENTAL EXPRESS,LAKE TOWN,4.0,504.0,₹ 199,"Chinese,Oriental",KOLKATA
AHAR RESTAURANT,LAKE TOWN,4.0,504.0,₹ 200,Fast Food,KOLKATA
KATHLEEN CONFECTIONERS,LAKE TOWN,4.0,300.0,₹ 200,"Desserts,Bakery",KOLKATA
SHAM SAVERA,LAKE TOWN,4.0,504.0,₹ 200,Snacks,KOLKATA
CAKE AFFAIRES,LAKE TOWN,4.0,504.0,₹ 100,Bakery,KOLKATA
THE NUVONI FOOD PLAZA,LAKE TOWN,4.0,504.0,₹ 200,"Pastas,Snacks",KOLKATA
CHAT CENTER (CHAT WALA),LAKE TOWN,4.0,504.0,₹ 200,Chaat,KOLKATA
KATHI JUNCTION,LAKE TOWN,4.5,300.0,₹ 300,"Indian,North Indian",KOLKATA
QFC - QUALITY FRIED CHICKEN,LAKE TOWN,4.5,300.0,₹ 150,Chinese,KOLKATA
COFFEE WORLD (KEVENTER VENTURES LIMITED),LAKE TOWN,4.0,504.0,₹ 500,"Continental,Beverages",KOLKATA
HUNGRY KYA,LAKE TOWN,4.0,504.0,₹ 200,"Chinese,Biryani",KOLKATA
THE CRABBERIA,LAKE TOWN,3.0,30.0,₹ 500,"Seafood,Chinese",KOLKATA
MASTEA,LAKE TOWN,4.0,504.0,₹ 300,"Continental,Chinese",KOLKATA
SHER E BENGAL,LAKE TOWN,4.0,504.0,₹ 300,"Biryani,Snacks",KOLKATA
AFFU ITALIAN CAFE,LAKE TOWN,4.0,504.0,₹ 100,"Italian,Fast Food",KOLKATA
PURE VEG THALI,LAKE TOWN,4.0,504.0,₹ 250,"Biryani,Indian",KOLKATA
FOOD STOPPAGE,LAKE TOWN,4.0,504.0,₹ 200,"Chinese,Indian",KOLKATA
PORIR RANNAGHOR,LAKE TOWN,4.0,504.0,₹ 150,"Snacks,Chaat",KOLKATA
THE TASTE OF CHINA TOWN,LAKE TOWN,4.0,504.0,₹ 300,"Chinese,Fast Food",KOLKATA
CHAT CENTER (CHATO_RII),LAKE TOWN,4.0,504.0,₹ 200,Chaat,KOLKATA
V CAFE - MEALS BY PVR,LAKE TOWN,4.0,30.0,₹ 400,"Pizzas,Snacks",KOLKATA
TASTY CHINESE,LAKE TOWN,4.0,504.0,₹ 300,"Chinese,Snacks",KOLKATA
THE NOODLES PALACE,LAKE TOWN,4.0,504.0,₹ 300,"Chinese,Combo",KOLKATA
AMMA'S PURE VEG,LAKE TOWN,4.5,30.0,₹ 250,"Indian,Rajasthani",KOLKATA
MAYER RANNAGHAR,LAKE TOWN,4.0,504.0,₹ 300,"North Indian,Chinese",KOLKATA
VEG DHABA,LAKE TOWN,4.0,800.0,₹ 100,"North Indian,Indian",KOLKATA
ANANDAMAYEE HINDU HOTEL,LAKE TOWN,4.0,504.0,₹ 150,Indian,KOLKATA
CHAT CENTER (CHAT_PATA),LAKE TOWN,4.0,504.0,₹ 200,Chaat,KOLKATA
YUMMM MOMO,LAKE TOWN,4.0,504.0,₹ 200,Chinese,KOLKATA
FORK N SPOON,LAKE TOWN,4.0,504.0,₹ 350,"Snacks,Fast Food",KOLKATA
FLAVOURS OF EAST,LAKE TOWN,4.0,504.0,₹ 400,"Chinese,Continental",KOLKATA
BAGRIS VEG KITCHEN,LAKE TOWN,4.0,504.0,₹ 250,"Thalis,Combo",KOLKATA
SRI JAGANNATH - SPECIAL KHAJA,LAKE TOWN,4.5,300.0,₹ 200,"Sweets,Indian",KOLKATA
FOOD STOP,LAKE TOWN,4.0,504.0,₹ 150,"American,Snacks",KOLKATA
ANIMA FAST FOOD CENTRE,LAKE TOWN,4.0,504.0,₹ 200,"Snacks,Chinese",KOLKATA
THE CHOCOLATE ROOM,LAKE TOWN,4.0,504.0,₹ 400,"Bakery,Desserts",KOLKATA
CHAT CENTER (CHAT HUT @DIAMOND PLAZA),LAKE TOWN,4.0,504.0,₹ 200,Chaat,KOLKATA
CHAT CENTER,LAKE TOWN,4.0,504.0,₹ 200,Chaat,KOLKATA
HUNGER'S CHOICE,LAKE TOWN,4.0,504.0,₹ 200,"Chinese,Snacks",KOLKATA
LOKENATH SNACKS,LAKE TOWN,4.0,504.0,₹ 100,"Snacks,Indian",KOLKATA
MAA TARA CONFECTIONER'S,LAKE TOWN,4.0,504.0,₹ 50,Indian,KOLKATA
A2Z KITCHEN,LAKE TOWN,4.0,504.0,₹ 300,"Fast Food,Combo",KOLKATA
HEALTHY HUB,LAKE TOWN,4.5,300.0,₹ 250,"Indian,Thalis",KOLKATA
THE PERFECT BLEND,LAKE TOWN,4.0,80.0,₹ 300,"Beverages,Desserts",KOLKATA
MONVORE CAKE,LAKE TOWN,4.0,504.0,₹ 300,"Bakery,Beverages",KOLKATA
PIZZA IN,LAKE TOWN,4.0,504.0,₹ 400,"Pizzas,Italian",KOLKATA
SOUMEN'S KITCHEN,LAKE TOWN,4.0,504.0,₹ 300,"Indian,Chinese",KOLKATA
PYARELAL,LAKE TOWN,4.0,300.0,₹ 250,"Fast Food,Indian",KOLKATA
SUGARFIELD BAKERY,LAKE TOWN,4.0,504.0,₹ 200,"Bakery,Desserts",KOLKATA
THE FOOD STORY,LAKE TOWN,4.0,504.0,₹ 250,"Snacks,Pastas",KOLKATA
SRI VELAN SOUTH INDIAN FOOD,LAKE TOWN,4.0,504.0,₹ 250,South Indian,KOLKATA
HARE KRISHNA PURE VEG,LAKE TOWN,4.0,504.0,₹ 250,"Chinese,Biryani",KOLKATA
TARA MAA VEG AND NON VEG FOOD CENTRE,LAKE TOWN,4.0,504.0,₹ 250,"North Indian,Chinese",KOLKATA
BENGAL DHABA,LAKE TOWN,4.0,504.0,₹ 1100,"Indian,Chinese",KOLKATA
MOMO QUEEN,LAKE TOWN,4.0,504.0,₹ 200,"Chinese,Pizzas",KOLKATA
ANAND FOOD PLAZA,LAKE TOWN,4.0,300.0,₹ 200,"North Indian,South Indian",KOLKATA
JAYA'S KITCHEN,LAKE TOWN,4.0,504.0,₹ 200,"Biryani,Bengali",KOLKATA
GOURAV FOOD CORNER,LAKE TOWN,4.0,504.0,₹ 200,Fast Food,KOLKATA
11 TO 11 TASTEBUSTERZZ,LAKE TOWN,4.0,504.0,₹ 600,"Indian,Chinese",KOLKATA
SMIPLE MEALS!99,LAKE TOWN,3.5,300.0,₹ 200,"North Indian,Chinese",KOLKATA
RASOI JALPAN,LAKE TOWN,4.0,504.0,₹ 200,Indian,KOLKATA
MEGABITES,LAKE TOWN,4.0,504.0,₹ 180,"North Indian,Thalis",KOLKATA
THE BONG FORK,LAKE TOWN,4.5,300.0,₹ 300,Chinese,KOLKATA
CAKES & SHAPES,LAKE TOWN,3.5,30.0,₹ 200,"Desserts,Ice Cream",KOLKATA
AAMI PETUK BANGALI,LAKE TOWN,4.0,504.0,₹ 400,Bengali,KOLKATA
THE GREAT BIRYANI.CO,LAKE TOWN,4.0,504.0,₹ 200,"Biryani,Chinese",KOLKATA
SUNDAE EVERYDAY ICE CREAMS,LAKE TOWN,4.0,504.0,₹ 100,"Desserts,Ice Cream",KOLKATA
PATTA DONA,LAKE TOWN,4.0,30.0,₹ 200,"Indian,Continental",KOLKATA
KAATI ZONE ROLLS & WRAPS,LAKE TOWN,4.0,504.0,₹ 200,"Beverages,Bengali",KOLKATA
CRAZY CASSOULET,LAKE TOWN,4.0,300.0,₹ 400,"Chinese,Fast Food",KOLKATA
INDIANA BURGERS,LAKE TOWN,4.0,504.0,₹ 200,"American,Beverages",KOLKATA
BRIJWASI PURE VEG,LAKE TOWN,4.0,504.0,₹ 300,"Chinese,Indian",KOLKATA
A1 HAJI FAST FOOD CENTRE,LAKE TOWN,4.0,300.0,₹ 300,"Biryani,North Indian",KOLKATA
VEG,LAKE TOWN,4.0,504.0,₹ 250,"North Indian,Chinese",KOLKATA
DENZONG DELIGHT,LAKE TOWN,4.5,300.0,₹ 250,"Chinese,Tibetan",KOLKATA
SUBWAY,LAKE TOWN,4.5,800.0,₹ 350,"Fast Food,Healthy Food",KOLKATA
LUNCHBOX - MEALS AND THALIS,LAKE TOWN,4.5,300.0,₹ 200,"North Indian,Punjabi",KOLKATA
SWEET TRUTH - CAKE AND DESSERTS,LAKE TOWN,4.5,80.0,₹ 450,"Bakery,Desserts",KOLKATA
THE GOOD BOWL,LAKE TOWN,4.5,300.0,₹ 400,"North Indian,Punjabi",KOLKATA
THE BIRYANI LIFE,LAKE TOWN,4.0,504.0,₹ 250,"Biryani,Hyderabadi",KOLKATA
FAASOS - WRAPS & ROLLS,LAKE TOWN,4.5,300.0,₹ 200,"Fast Food,Snacks",KOLKATA
BEHROUZ BIRYANI,LAKE TOWN,4.0,300.0,₹ 500,"Biryani,Mughlai",KOLKATA
RAJASTHANI THALI,LAKE TOWN,4.0,80.0,₹ 400,"Indian,Fast Food",KOLKATA
GRACE,LAKE TOWN,4.5,3000.0,₹ 200,"South Indian,Fast Food",KOLKATA
HAJI ALI KOLKATA BIRYANI,LAKE TOWN,4.0,504.0,₹ 268,"Biryani,North Indian",KOLKATA
CHAURASIA BROTHERS,LAKE TOWN,4.0,504.0,₹ 100,Paan,KOLKATA
TRIPPLIN TREAT,LAKE TOWN,4.0,504.0,₹ 300,"American,Pizzas",KOLKATA
KOUZINA KAFE  THE FOOD COURT,LAKE TOWN,4.0,504.0,₹ 200,"Bakery,Desserts",KOLKATA
SONI'S VEG,LAKE TOWN,4.0,504.0,₹ 400,"Chinese,Indian",KOLKATA
GANESH KALEVA,LAKE TOWN,4.0,504.0,₹ 200,"South Indian,Sweets",KOLKATA
HANGLAATHERIUM,LAKE TOWN,4.5,300.0,₹ 350,"Arabian,North Indian",KOLKATA
RICK FAST FOOD CENTRE,LAKE TOWN,4.0,504.0,₹ 200,"Chinese,Snacks",KOLKATA
KREAMZ,LAKE TOWN,4.0,504.0,₹ 200,"Bakery,Desserts",KOLKATA
MOON RESTAURANT,LAKE TOWN,4.0,504.0,₹ 250,"Indian,Chinese",KOLKATA
KASTURI RESTAURANT,LAKE TOWN,4.5,3000.0,₹ 400,"Bengali,Thalis",KOLKATA
FRENCH LOAF,LAKE TOWN,4.5,800.0,₹ 400,Fast Food,KOLKATA
THE PIND PUNJABI DHABA,LAKE TOWN,4.5,800.0,₹ 500,"Punjabi,North Indian",KOLKATA
KRAZZY FOR ICE CREAM SUNDAE,LAKE TOWN,3.5,30.0,₹ 200,Ice Cream,KOLKATA
PANDA MOMO,LAKE TOWN,4.0,504.0,₹ 300,"Chinese,Fast Food",KOLKATA
WOW! CHINA,LAKE TOWN,4.0,3000.0,₹ 300,"Tibetan,Chinese",KOLKATA
SANDHYA MOMO CENTRE,LAKE TOWN,4.0,504.0,₹ 200,Chinese,KOLKATA
KULHAR,LAKE TOWN,4.0,504.0,₹ 200,"Continental,Healthy Food",KOLKATA
FLURYS,LAKE TOWN,4.5,300.0,₹ 400,"Bakery,Snacks",KOLKATA
CHEESEY MOMO,LAKE TOWN,4.0,504.0,₹ 150,Chinese,KOLKATA
HASHTAG BANGALI,LAKE TOWN,4.0,504.0,₹ 300,Bengali,KOLKATA
KALIKA FAST FOOD CENTRE,LAKE TOWN,4.0,504.0,₹ 200,"Indian,Chinese",KOLKATA
SPICE RICE,LAKE TOWN,4.0,800.0,₹ 400,"Combo,Chinese",KOLKATA
BAHARI AHAR,LAKE TOWN,4.0,504.0,₹ 150,"Thalis,Indian",KOLKATA
FLORESTA,LAKE TOWN,4.0,504.0,₹ 250,"Indian,Chinese",KOLKATA
GREEN CHILLI FOOD CENTRE,LAKE TOWN,4.0,504.0,₹ 200,"Thalis,Indian",KOLKATA
SLURPY SHAKES,LAKE TOWN,4.0,504.0,₹ 150,"Beverages,Ice Cream",KOLKATA
BIRYANI OF BENGAL,LAKE TOWN,4.0,504.0,₹ 300,"Biryani,Indian",KOLKATA
OUDH 1590,LAKE TOWN,4.5,3000.0,₹ 1000,"Biryani,Mughlai",KOLKATA
HOOK N KOOK,LAKE TOWN,4.0,504.0,₹ 500,"Seafood,Chinese",KOLKATA
CHILIS TOWN,LAKE TOWN,4.0,504.0,₹ 300,Chinese,KOLKATA
BOSS BITES ON STANDARD STARTER,LAKE TOWN,4.0,504.0,₹ 178,"Fast Food,Snacks",KOLKATA
ANIR'S,LAKE TOWN,4.0,300.0,₹ 400,"Mughlai,Chinese",KOLKATA
AATITHYA,LAKE TOWN,4.0,504.0,₹ 400,"Chinese,Bengali",KOLKATA
MOMO HOUSE,LAKE TOWN,4.0,504.0,₹ 170,Chinese,KOLKATA
OXYJAM CAFE,LAKE TOWN,4.0,504.0,₹ 300,"Chinese,Beverages",KOLKATA
AMBIKA FOOD SERVICE,LAKE TOWN,4.0,504.0,₹ 300,Indian,KOLKATA
PETUK MOSAI,LAKE TOWN,4.0,300.0,₹ 300,"Indian,Chinese",KOLKATA
GOURI SNACKS,LAKE TOWN,4.0,504.0,₹ 200,Biryani,KOLKATA
VYANJAN,LAKE TOWN,4.0,504.0,₹ 300,"North Indian,Chinese",KOLKATA
MAA GOURI SNACKS,LAKE TOWN,4.0,504.0,₹ 200,Biryani,KOLKATA
DADA BOUDI BIRYANI,LAKE TOWN,4.0,504.0,₹ 300,"Biryani,North Indian",KOLKATA
GANGARAM MISTIWALA,LAKE TOWN,4.0,504.0,₹ 100,Sweets,KOLKATA
ANANDAMOYEE RESTAURANT,LAKE TOWN,4.0,504.0,₹ 300,"North Indian,Mughlai",KOLKATA
CHATKAZZ,LAKE TOWN,3.0,30.0,₹ 250,North Indian,KOLKATA
KOLKATA PAVILION,LAKE TOWN,4.0,504.0,₹ 200,"Bengali,Chinese",KOLKATA
PODDER SNACKS,LAKE TOWN,4.0,504.0,₹ 250,"Italian,Fast Food",KOLKATA
THE 90'S CLUB,LAKE TOWN,3.5,30.0,₹ 200,"Indian,Chinese",KOLKATA
ASHNA BIRYANI AND CHAP CENTRE,LAKE TOWN,4.0,504.0,₹ 300,"Biryani,North Indian",KOLKATA
TE Y MAS,LAKE TOWN,5.0,30.0,₹ 250,Chinese,KOLKATA
KANHA JUICE CENTRE,LAKE TOWN,4.0,504.0,₹ 160,"Juices,Beverages",KOLKATA
CHEF'S FRIEND,LAKE TOWN,4.0,504.0,₹ 400,"Pastas,Pizzas",KOLKATA
RIDDHI SIDDHI KITCHEN,LAKE TOWN,4.0,504.0,₹ 300,Indian,KOLKATA
THE BANG ONN CAFE,LAKE TOWN,4.5,30.0,₹ 250,"Chinese,Italian",KOLKATA
THE TIFFIN TIME,LAKE TOWN,4.0,504.0,₹ 200,Snacks,KOLKATA
TASTTY SOUTHY,LAKE TOWN,4.0,504.0,₹ 300,South Indian,KOLKATA
VADILAL ICE CREAMS,LAKE TOWN,4.0,504.0,₹ 200,Ice Cream,KOLKATA
36 BANJON,LAKE TOWN,4.0,30.0,₹ 500,"Bengali,Indian",KOLKATA
PIZZA BOX,LAKE TOWN,4.0,504.0,₹ 400,Pizzas,KOLKATA
PABRAI'S FRESH AND NATURELLE ICE CREAM,LAKE TOWN,5.0,300.0,₹ 300,Ice Cream,KOLKATA
MAA ANNAPURNA'S THE HOME KITCHEN,LAKE TOWN,4.0,504.0,₹ 300,"Thalis,North Indian",KOLKATA
MAMTAS BAKERY,LAKE TOWN,4.0,504.0,₹ 200,Bakery,KOLKATA
KANCHAN BHUJA AND PUCHKA STORE,LAKE TOWN,4.0,504.0,₹ 60,"Chaat,Sweets",KOLKATA
RISHIKA B.TECH FOODIE ZONE,LAKE TOWN,4.0,504.0,₹ 200,South Indian,KOLKATA
ROY'S,LAKE TOWN,4.0,504.0,₹ 200,Biryani,KOLKATA
VAISHNAVI SNACKS CORNER,LAKE TOWN,4.0,504.0,₹ 300,North Indian,KOLKATA
PETUKRAM,LAKE TOWN,4.0,80.0,₹ 300,"Chinese,Combo",KOLKATA
KBC-KOLKATA BIRYANI CO,LAKE TOWN,3.5,30.0,₹ 300,"Biryani,Mughlai",KOLKATA
MR AND MRS KITCHEN,LAKE TOWN,5.0,30.0,₹ 300,Tandoor,KOLKATA
GIANI'S,LAKE TOWN,4.0,504.0,₹ 300,"Ice Cream,Desserts",KOLKATA
KHEMKA DELIGHTS,LAKE TOWN,4.0,504.0,₹ 300,Desserts,KOLKATA
ZAIKA DARBAR,LAKE TOWN,4.0,504.0,₹ 200,"Chinese,Pastas",KOLKATA
VILLAGE BAKERY HOUSE,LAKE TOWN,4.0,504.0,₹ 200,"Bakery,Desserts",KOLKATA
HOME SPICE GALLERY,LAKE TOWN,4.0,504.0,₹ 200,"Indian,Bengali",KOLKATA
KOLKATA 99,LAKE TOWN,4.0,504.0,₹ 300,"Biryani,North Indian",KOLKATA
DENZONG KITCHEN,LAKE TOWN,4.0,80.0,₹ 300,"Chinese,Tibetan",KOLKATA
SIDRA KABABS AND MOMO CENTRE,LAKE TOWN,4.0,504.0,₹ 200,"Kebabs,Chinese",KOLKATA
SHREE SALASAR FOOD,LAKE TOWN,4.0,504.0,₹ 200,"North Indian,Indian",KOLKATA
UPAMA R RANNAGHAR,LAKE TOWN,4.0,504.0,₹ 300,North Indian,KOLKATA
HEAD CHEF,LAKE TOWN,4.0,504.0,₹ 300,American,KOLKATA
KOSHE KOSHA - NAGERBAZAR,LAKE TOWN,4.5,300.0,₹ 500,Bengali,KOLKATA
FOOD REVOLUTION,LAKE TOWN,4.0,504.0,₹ 300,"Italian-American,Fast Food",KOLKATA
SHIMLA STAR,LAKE TOWN,4.0,504.0,₹ 250,"Biryani,Snacks",KOLKATA
SNACK ZILLA,LAKE TOWN,4.0,504.0,₹ 300,"Italian-American,Fast Food",KOLKATA
PIZZA BAZAR,LAKE TOWN,4.0,504.0,₹ 400,"Pizzas,Pastas",KOLKATA
2ND WIFE,LAKE TOWN,4.0,504.0,₹ 250,"North Indian,Chinese",KOLKATA
PIZZA GUYS,LAKE TOWN,4.0,504.0,₹ 400,"Pizzas,Italian",KOLKATA
BIRYANI.COM,LAKE TOWN,4.0,504.0,₹ 300,"Biryani,North Indian",KOLKATA
S4 SANDWICHES,LAKE TOWN,4.0,504.0,₹ 300,"Fast Food,Salads",KOLKATA
PANKTI BHOJ,LAKE TOWN,4.5,300.0,₹ 300,"Bengali,North Indian",KOLKATA
BALLOON CHEF,LAKE TOWN,4.5,300.0,₹ 300,"Indian,Chinese",KOLKATA
KOLKATA PIZZA,LAKE TOWN,4.0,504.0,₹ 159,"Pizzas,Fast Food",KOLKATA
ANNAPURNA PURE VEG FOOD,LAKE TOWN,3.5,80.0,₹ 300,"South Indian,Indian",KOLKATA
SHER E BENGAL (NEW HAJI BIRYANI),LAKE TOWN,4.0,504.0,₹ 300,"Biryani,North Indian",KOLKATA
SUPER HAJI BIRYANI,LAKE TOWN,4.0,504.0,₹ 300,"Biryani,North Indian",KOLKATA
MAMA MIA! - ITALIAN ICE CREAMS,LAKE TOWN,5.0,300.0,₹ 300,"Ice Cream,Desserts",KOLKATA
GRILL GHAR,LAKE TOWN,4.0,504.0,₹ 200,Chinese,KOLKATA
MEHFIL,DUMDUM,4.0,314.0,₹ 250,"Chinese,North Indian",KOLKATA
PEABERRYS,DUMDUM,4.5,300.0,₹ 280,"Continental,Snacks",KOLKATA
BIRYANI DARBAAR,DUMDUM,4.0,314.0,₹ 400,"Biryani,Chinese",KOLKATA
HOTPOT FAST FOOD,DUMDUM,4.0,314.0,₹ 200,Indian,KOLKATA
SREE KRISHNA HOT CHIPS,DUMDUM,4.0,314.0,₹ 100,Snacks,KOLKATA
WOW! MOMO,DUMDUM,4.5,3000.0,₹ 300,"Tibetan,Healthy Food",KOLKATA
JUST REFRESH,DUMDUM,4.0,314.0,₹ 200,"Desserts,Pizzas",KOLKATA
AMBROSIAL KITCHEN,DUMDUM,4.0,314.0,₹ 250,Indian,KOLKATA
BAGELS THE CAKE & COOKIES SHOP,DUMDUM,4.5,800.0,₹ 400,Bakery,KOLKATA
AMIT FUCHKA STALL,DUMDUM,4.5,80.0,₹ 110,"Street Food,Chaat",KOLKATA
SECRET CAFE,DUMDUM,4.0,314.0,₹ 250,"Fast Food,American",KOLKATA
YANA HUT,DUMDUM,4.0,314.0,₹ 300,"Indian,Chinese",KOLKATA
BAISHAKHI'S KITCHEN,DUMDUM,4.0,314.0,₹ 150,"Chinese,Indian",KOLKATA
DOWNTOWN FOODSTOP,DUMDUM,3.5,30.0,₹ 300,"North Indian,Mughlai",KOLKATA
MADHU'S BIRYANI,DUMDUM,4.0,314.0,₹ 260,Biryani,KOLKATA
ARATI RESTAURANT,DUMDUM,4.0,314.0,₹ 350,"North Indian,Chinese",KOLKATA
EKLA CHOLO RE,DUMDUM,4.0,314.0,₹ 200,"Bengali,Biryani",KOLKATA
BONG DONG,DUMDUM,4.0,314.0,₹ 150,Thalis,KOLKATA
ATITHI APPAYAN,DUMDUM,4.0,314.0,₹ 300,North Indian,KOLKATA
